id,dep,name,pop2018,agri,art,cadr,interm,emp,ouvr,retr
38139,38,Creys-Mépieu,1499,"19,9195330467773","40,1953294618983","9,98933912349604","209,898664111274","189,804487986323","243,973143772178","308,622280777473"
38140,38,Crolles,"8260,00000000002","4,83085271448073","160,057335598577","1254,38990725231","1174,92267846876","825,688598648443","471,64095730275","1634,86352563143"
38141,38,Culin,752,"4,96042216358839","54,5646437994723","69,4459102902375","124,01055408971","79,3667546174142","74,4063324538259","138,891820580475"
38144,38,Diémoz,2748,"10,429313582427","128,120485172481","193,482335281771","394,394287706933","341,732979001715","342,537878567954","590,392278458101"
38146,38,Dizimieu,"832,000000000003",0,"20,1209189842805","75,453446191052","130,785973397823","120,725513905683","100,604594921403","140,846432889964"
38147,38,Doissin,875,0,45,35,150,100,100,170
38148,38,Dolomieu,3176,"15,1073614641535","160,522227019061","205,602093153846","401,223924440299","370,73924159665","311,086380664861","716,445152310352"
38149,38,Domarin,1674,"5,05704149672593","35,2342472007349","166,256747788834","297,244890896171","171,313938596138","181,445409336614","318,158586729384"
38150,38,Domène,"6700,99999999999","5,00300774406471","134,225432807783","614,690218119703","957,540037208778","984,40983632626","615,809746391005","1588,61422808812"
38151,38,Échirolles,36961,"10,0477569122215","748,799092960692","1826,03854507836","3667,97557957222","5371,3203996129","3931,3956730717","7557,21966581814"
38152,38,Eclose-Badinières,1438,0,"76,8186686024688","81,976657307522","184,325907016651","204,969461791096","256,08856116491","205,510618851888"
38153,38,Engins,"456,999999999999",0,"15,5442176870748","41,4512471655329","67,3582766439909","56,9954648526077","36,2698412698413","134,716553287982"
38154,38,Entraigues,226,"4,82905982905983","9,65811965811966","9,65811965811966",0,"38,6324786324786","9,65811965811966","115,897435897436"
38155,38,Entre-deux-Guiers,1817,"4,87630208333334","48,7630208333334","58,5156250000001","258,444010416667","209,680989583334","180,423177083334","436,909859572784"
38156,38,Les Éparres,"978,999999999995","5,03600823045267","35,2520576131687","65,4681069958847","151,08024691358","146,044238683127","100,720164609053","171,224279835391"
38157,38,Estrablin,3450,"23,8259668508287","114,364640883978","266,850828729282","362,154696132597","376,450276243094","271,616022099448","962,569060773482"
38158,38,Eybens,9947,0,"329,702273854163","1115,16725294137","1538,21150434425","1389,27202516182","772,660662312298","2057,99355011741"
38159,38,Eydoche,"535,999999999999","10,1013368099721","15,1657787937237","55,6278236590603","75,7233313373521","45,3627669263378","65,2964452809652","75,1824454540206"
38160,38,Eyzin-Pinet,2272,"15,1451904065822","75,8279421560423","146,161954171629","297,167164421167","302,52163973449","287,853915171031","476,421217111262"
38161,38,Faramans,1041,"25,1842839172053","45,3059886093932","55,3131389503584","120,708374453067","135,70304369027","110,636836951892","237,010367359659"
38162,38,Faverges-de-la-Tour,1461,0,"65,7332886369349","111,184837981451","161,942026260615","156,618892394475","171,901905629671","347,250610110592"
38163,38,Le Haut-Bréda,"393,000000000001","10,0358300228948","34,7193742113248","9,62979915408782","52,7608799130795","38,9252274851582","33,5012816049039","130,205304014589"
38166,38,La Flachère,"478,000000000001",0,"26,3215859030837","52,6431718061674","42,1145374449339","57,9074889867841","21,057268722467","126,343612334802"
38167,38,Flachères,"531,999999999999","10,1597447603774","15,3741612894392","10,1597447603774","71,2202795637584","60,9600122585223","91,1052024359687","112,564013288465"
38169,38,Fontaine,22906,"2,94267903739244","507,812432433991","1687,79915190475","2635,00334943323","3284,36178186678","2716,59410586222","4526,46622370481"
38170,38,Fontanil-Cornillon,2940,"4,37454696075394","91,8654861758327","341,214662938807","424,331055193132","288,72009940976","188,315211763486","820,575230402796"
38171,38,La Forteresse,328,"10,1863354037267","25,4658385093168","30,5590062111801","30,5590062111801","40,7453416149068","20,3726708074534","81,4906832298136"
38172,38,Four,1582,"5,30585726540829","53,2552036695377","178,547057284752","273,15699782851","211,37651771052","169,279783796977","258,268234676618"
38173,38,Le Freney-d'Oisans,249,"4,94047619047619","9,88095238095238","4,94047619047619","24,7023809523809","39,5238095238095","19,7619047619048","59,2857142857143"
38174,38,La Frette,1091,"19,5125894310468","68,5578939981038","15,0293524361862","127,373231919711","132,879162953247","157,754688038238","210,85154964489"
38175,38,Froges,3361,0,"69,359063216805","277,43625286722","470,650786114034","490,467661318836","317,070003276823","822,458286264937"
38176,38,Frontonas,"2091,00000000001","15,1397344668917","55,8012880324415","231,63664551949","307,915348399736","208,115693708598","192,542166229096","429,179912524972"
38177,38,La Garde,101,"4,90291262135922","14,7087378640777",0,0,0,"4,90291262135922","68,6407766990291"
38179,38,Gières,6956,"19,5029500901365","112,141963018285","1131,17110522792","896,759750992906","828,875378830802","458,319327118208","1052,783351714"
38180,38,Gillonnay,1012,0,"19,9802566633761","24,9753208292201","204,797630799605","124,876604146101","114,886475814413","254,748272458046"
38181,38,Goncelin,2470,5,95,310,335,285,255,400
38182,38,Le Grand-Lemps,3085,"5,15427648979434","84,4601903212715","168,503516189298","389,312957251813","433,557207904767","434,821635021832","609,279682482579"
38183,38,Granieu,500,"4,99460473370764","20,0075686114107","29,9823090751519","94,8545054061169","50,0043890980104","44,9227156499071","65,1628478976696"
38184,38,Grenay,1596,"4,86633404407932","75,0049593903359","108,759392498512","268,059999056691","224,823114449262","182,707865080569","242,613285562853"
38185,38,Grenoble,157650,"32,5486173547312","3185,40582477479","23037,074387036","19921,7101046209","18794,0698232893","9990,66389671652","24782,9510667908"
38186,38,Gresse-en-Vercors,386,"15,7336956521739","15,7336956521739","41,9565217391304","36,7119565217391","36,7119565217391","15,7336956521739","141,603260869565"
38187,38,Le Gua,1793,"5,01678728985601","35,239962020285","171,157987098442","276,972467944584","251,986184932867","161,36720112914","491,410502789355"
38188,38,Herbeys,1361,"19,985315712188","84,9375917767988","179,867841409692","134,900881057269","104,922907488987","29,9779735682819","389,713656387665"
38189,38,Heyrieux,4767,5,140,350,620,710,420,1175
38190,38,Hières-sur-Amby,1166,0,55,30,145,150,195,230
38191,38,Huez,1303,0,"145,040636530653","55,0578202534115","275,218539481095","220,236746594579","130,062313359534","125,303224718188"
38192,38,Hurtières,181,0,"4,35096153846154","13,0528846153846","39,1586538461539","26,1057692307692","8,70192307692308","26,1057692307692"
38193,38,L'Isle-d'Abeau,16169,"3,86250392091456","235,56844158883","1219,76153559173","2068,98002760556","2308,66888643893","2360,5466985333","1292,12037270548"
38194,38,Izeaux,2139,"9,74588796905776","64,8084581107659","104,00906778016","240,271080597711","247,904851336208","308,785222075768","495,572378024328"
38195,38,Izeron,739,15,45,35,65,125,95,165
38197,38,Janneyrias,"1817,99999999999","35,0578512396694","85,1404958677686","125,206611570248","365,603305785124","240,396694214876","150,247933884298","265,438016528926"
38198,38,Jarcieu,1048,"14,8441926345609","19,7922568460812","49,480642115203","108,857412653447","207,818696883853","138,545797922568","227,610953729934"
38199,38,Jardin,"2180,99999999999",0,"70,8128394666976","232,670758247721","328,773897523953","212,438518400093","187,148218590558","587,150530878373"
38200,38,Jarrie,3763,"4,97883037840699","129,449589838582","428,179412543001","557,629002381583","453,073564435036","229,026197406722","846,401164329188"
38203,38,Laffrey,"457,000000000002",0,"10,2593114294327","35,9133268500313","97,8722042075005","61,3155721865288","25,6514546565016","70,2909143213817"
38204,38,Lalley,"192,999999999999","5,02604166666667","35,1822916666667","20,1041666666667","15,078125","10,0520833333333","20,1041666666667","55,2864583333334"
38205,38,Lans-en-Vercors,2664,"19,9103139013453","74,6636771300448","393,228699551569","438,026905829596","318,565022421524","114,484304932735","487,802690582959"
38206,38,Laval-en-Belledonne,982,15,25,155,115,70,60,210
38207,38,Lavaldens,151,"14,9998820222719",0,0,"4,99996067409062","19,9998426963625","14,9998820222719","49,9996067409062"
38208,38,Lavars,149,"15,1013513513513",0,0,"20,1351351351351","35,2364864864865","10,0675675675676","40,2702702702702"
38209,38,Lentiol,229,"9,74468085106382","9,74468085106382","19,4893617021276","38,9787234042553","14,6170212765957","19,4893617021276","58,4680851063829"
38210,38,Leyrieu,857,5,25,55,130,120,85,165
38211,38,Lieudieu,"346,999999999998",0,"25,2915451895044","25,2915451895044","30,3498542274052","55,6413994169096","35,4081632653061","75,8746355685131"
38212,38,Livet-et-Gavet,1300,0,"20,488573680063","35,8550039401103","92,1985815602837","230,496453900709","235,618597320725","235,618597320725"
38213,38,Longechenal,577,"4,94006849315068","14,820205479452","34,5804794520548","49,4006849315068","59,2808219178082","69,1609589041095","167,962328767123"
38214,38,Lumbin,2151,"9,9266541822722","89,3398876404498","352,396223470663","263,056335830213","193,569756554308","164,528714107359","431,809456928841"
38215,38,Luzinay,2333,"30,916504454447","90,2927464219339","192,829335145334","371,863867098089","305,691958894903","170,750294302199","469,375524906075"
38216,38,Malleval-en-Vercors,54,0,"4,90909090909091","4,90909090909091","14,7272727272727",0,"9,81818181818182","9,81818181818182"
38217,38,Marcieu,72,0,0,5,10,15,10,15
38218,38,Marcilloles,1140,"4,8458904109589","77,5342465753424","48,458904109589","101,763698630137","150,222602739726","174,45205479452","198,681506849315"
38219,38,Marcollin,"657,999999999999","15,5924170616114","25,9873617693523","20,7898894154818","62,3696682464455","72,7646129541864","98,7519747235387","192,306477093207"
38221,38,Marnans,144,0,"9,72972972972972","4,86486486486486","9,72972972972972","29,1891891891892","19,4594594594594","24,3243243243243"
38222,38,Massieu,752,15,25,30,110,90,90,190
38223,38,Maubec,1765,15,45,270,240,185,145,365
38224,38,Mayres-Savel,94,0,"4,84536082474227",0,"4,84536082474227","14,5360824742268","4,84536082474227","33,9175257731959"
38225,38,Autrans-Méaudre en Vercors,3030,40,175,175,390,390,275,690
38226,38,Mens,1397,"29,9593350952924","69,7413969131725","39,7869476422576","135,061636852518","209,229090268605","96,0546530275105","490,320768469277"
38228,38,Merlas,"482,999999999999","5,07352941176471","15,2205882352941","15,2205882352941","76,1029411764707","60,8823529411765","40,5882352941177","131,911764705882"
38229,38,Meylan,17448,"11,8657543280788","462,141412651628","3172,69256304085","1941,07459928937","1510,16797817531","591,213084386713","4716,99947419047"
38230,38,Meyrié,1024,"5,4139915151079","29,5257205730154","175,798639046257","123,535911053607","74,3027603868284","65,787955460066","250,842022446126"
38231,38,Meyrieu-les-Étangs,1023,"4,95818695845886","34,707308709212","104,121926127636","133,871047878389","168,578356587601","94,2055522107183","208,243852255272"
38232,38,Meyssiez,638,0,"19,9687010954616","44,9295774647887","99,8435054773082","74,8826291079811","79,8748043818466","129,796557120501"
38235,38,Miribel-Lanchâtre,445,0,"19,5175438596491","29,2763157894737","92,7083333333333","53,6732456140351","43,9144736842105","39,0350877192982"
38236,38,Miribel-les-Échelles,1721,10,80,85,225,215,180,415
38237,38,Mizoën,"191,000000000001","5,02631578947368",0,"5,02631578947368","20,1052631578947","30,1578947368421","20,1052631578947","80,4210526315789"
